"","CET","Max.TemperatureC","Mean.TemperatureC","Min.TemperatureC","Dew.PointC","MeanDew.PointC","Min.DewpointC","Max.Humidity","Mean.Humidity","Min.Humidity","Max.Sea.Level.PressurehPa","Mean.Sea.Level.PressurehPa","Min.Sea.Level.PressurehPa","Max.VisibilityKm","Mean.VisibilityKm","Min.VisibilitykM","Max.Wind.SpeedKm.h","Mean.Wind.SpeedKm.h","Max.Gust.SpeedKm.h","Precipitationmm","CloudCover","Events","WindDirDegrees"
"119",1996-10-27,16,10,5,11,8,5,100,91,68,1027,1025,1021,9,2,0,8,3,NA,0,5,"Fog",172
"120",1996-10-28,17,13,11,10,7,4,88,64,45,1020,1016,1011,10,10,10,27,14,42,0,6,"",235
"121",1996-10-29,16,12,7,11,7,5,93,71,48,1021,1012,1007,10,10,7,45,26,66,0,5,"Rain",247
"122",1996-10-30,10,6,2,5,2,0,93,76,50,1030,1027,1016,10,10,9,16,8,NA,0,4,"Rain",237
"123",1996-10-31,12,4,-2,4,2,-2,100,80,54,1030,1026,1023,10,8,5,11,5,NA,0,2,"Fog-Rain",242
"124",1996-11-01,12,9,7,10,8,4,100,91,81,1031,1027,1023,10,9,6,24,14,47,0,5,"Fog-Rain",246
"125",1996-11-02,14,10,6,9,7,5,100,86,67,1031,1030,1029,10,9,1,13,6,NA,0,2,"Fog",113
"126",1996-11-03,16,9,2,9,6,2,100,86,59,1029,1026,1024,10,6,0,11,5,NA,0,1,"Fog",141
"127",1996-11-04,19,11,4,9,6,4,100,82,40,1024,1017,1011,10,3,0,16,5,NA,0,4,"Fog",170
"128",1996-11-05,12,9,6,8,7,5,93,82,67,1023,1016,1009,10,10,8,21,14,NA,0,5,"Rain",240
"129",1996-11-06,13,7,2,6,3,0,100,70,44,1024,1021,1019,10,10,10,34,11,40,0,3,"Fog",231
"130",1996-11-07,16,12,8,10,8,6,94,79,63,1021,1016,1012,10,9,5,34,23,63,0,5,"Rain",240
"131",1996-11-08,12,7,2,6,4,1,93,80,54,1031,1027,1022,10,10,7,26,13,NA,0,2,"Rain",237
"132",1996-11-09,12,6,0,4,1,-1,100,80,51,1031,1028,1027,10,10,10,10,5,NA,0,2,"Fog",132
"133",1996-11-10,8,3,-1,5,2,-2,100,89,71,1026,1016,1010,10,9,5,10,3,NA,0,6,"Fog-Rain",337
"134",1996-11-11,17,9,1,6,4,1,100,85,39,1010,1000,995,10,6,0,24,5,NA,0,5,"Fog",321
"135",1996-11-12,15,10,5,9,7,4,93,81,63,1004,1000,996,10,10,10,13,5,NA,0,6,"",316
"136",1996-11-13,10,8,7,7,6,6,93,92,82,1013,1009,1004,10,9,6,10,5,NA,0,6,"Rain",184
"137",1996-11-14,6,4,3,6,3,1,100,92,81,1017,1015,1013,10,7,5,14,8,NA,0,6,"Rain",49
"138",1996-11-15,4,3,3,1,1,0,87,81,75,1021,1018,1016,10,10,8,14,10,NA,0,7,"",44
"139",1996-11-16,5,4,4,3,2,1,93,87,81,1022,1020,1018,10,6,4,11,5,NA,0,8,"",18
"140",1996-11-17,6,4,3,4,3,2,100,92,87,1017,1010,1005,6,4,1,11,3,NA,0,7,"",301
"141",1996-11-18,4,3,2,3,2,0,100,91,81,1004,999,995,10,6,1,29,10,48,0,7,"Rain",310
"142",1996-11-19,8,4,2,2,1,0,93,82,61,1006,1000,992,10,9,6,23,13,NA,0,5,"Rain",249
"143",1996-11-20,8,4,1,3,2,0,100,83,66,997,992,989,10,9,6,40,14,66,0,6,"Fog-Rain",233
"144",1996-11-21,4,1,-1,2,1,-2,93,91,81,1010,1007,998,10,9,1,32,19,48,0,5,"Rain-Snow",234
"145",1996-11-22,4,0,-4,-1,-2,-4,100,84,65,1016,1012,1006,10,10,8,10,3,NA,0,4,"",1
"146",1996-11-23,3,-1,-4,0,-2,-4,100,91,75,1015,1012,1011,10,6,1,13,3,NA,0,6,"Snow",258
"147",1996-11-24,2,0,-2,-1,-2,-4,93,88,75,1026,1023,1016,10,9,3,13,5,NA,0,5,"Snow",211
"148",1996-11-25,5,1,-2,3,0,-4,93,88,81,1020,1006,999,10,9,3,24,10,42,0,6,"Rain-Snow",179
"149",1996-11-26,5,4,3,4,3,2,93,91,87,1010,1005,998,10,9,7,21,13,37,0,6,"Rain",242
"150",1996-11-27,4,2,0,2,1,-1,100,86,75,1011,1007,1001,10,9,1,14,10,NA,0,6,"Rain-Snow",265
"151",1996-11-28,1,0,-1,0,-1,-2,100,94,87,1019,1012,1001,8,5,1,13,5,NA,0,6,"Snow",283
"152",1996-11-29,3,1,-1,2,-2,-4,100,87,75,1020,1012,999,10,6,1,47,10,71,0,6,"Rain-Snow",218
"153",1996-11-30,3,1,0,2,1,0,100,93,87,1008,1003,1000,10,8,1,39,16,55,0,6,"Rain-Snow",227
"154",1996-12-01,4,2,1,1,-1,-2,100,84,70,1022,1019,1009,10,10,10,19,6,NA,0,5,"",249
"155",1996-12-02,8,4,2,3,2,-2,93,84,66,1019,1016,1013,10,9,6,32,16,37,0,5,"Rain",236
"156",1996-12-03,6,3,1,2,1,-2,93,80,65,1019,1014,1008,10,10,10,16,8,NA,0,6,"Rain",158
"157",1996-12-04,10,4,-2,2,-1,-3,93,80,50,1012,1011,1008,10,10,10,11,5,NA,0,1,"Fog",321
"158",1996-12-05,8,2,-3,2,-1,-4,100,86,66,1015,1014,1013,10,6,2,6,2,NA,0,3,"Fog",315
"159",1996-12-06,2,-1,-3,1,-1,-4,100,98,93,1020,1017,1015,3,2,0,10,3,NA,0,5,"Fog",342
"160",1996-12-07,1,0,-1,0,-1,-1,100,96,93,1025,1023,1020,3,2,1,10,3,NA,0,8,"",56
"161",1996-12-08,0,-1,-1,0,-1,-2,100,97,93,1025,1024,1023,5,3,2,13,8,NA,0,8,"",46
"162",1996-12-09,0,-1,-1,-2,-2,-2,93,92,87,1022,1018,1015,6,5,5,13,8,NA,0,7,"",31
"163",1996-12-10,0,-1,-1,-1,-2,-2,93,91,87,1017,1014,1011,5,4,3,8,3,NA,0,7,"",21
"164",1996-12-11,2,0,-1,0,-1,-2,100,94,87,1016,1015,1014,5,3,1,10,5,NA,0,8,"Fog",271
"165",1996-12-12,1,0,0,1,0,0,100,99,93,1016,1014,1011,3,1,0,11,3,NA,0,8,"Fog-Rain",302
"166",1996-12-13,4,2,1,4,2,0,100,100,93,1010,1003,999,7,3,2,8,3,NA,0,6,"Rain",52
"167",1996-12-14,4,3,2,4,2,1,100,95,87,1010,1004,999,8,5,2,11,5,NA,0,7,"Rain",6
"168",1996-12-15,2,0,-3,1,-1,-3,100,92,87,1019,1016,1011,10,7,1,8,3,NA,0,5,"Fog",327
"169",1996-12-16,1,-1,-3,1,-1,-3,100,98,93,1019,1017,1016,5,3,0,6,2,NA,0,7,"Fog",302
"170",1996-12-17,7,3,1,4,2,0,93,85,76,1017,1015,1014,10,7,4,13,8,NA,0,6,"Rain",179
"171",1996-12-18,12,6,0,5,3,0,100,83,58,1013,1010,1008,10,10,10,11,5,NA,0,5,"Fog-Rain",152
"172",1996-12-19,6,1,-3,4,2,-3,100,96,87,1007,1004,1002,8,4,0,6,2,NA,0,5,"Fog-Rain",308
"173",1996-12-20,7,6,4,7,6,4,100,100,100,1005,1002,1001,7,4,2,8,3,NA,0,6,"Rain",133
"174",1996-12-21,6,4,3,6,4,2,100,95,87,1011,1008,1005,7,4,0,21,6,NA,0,7,"Fog-Rain",34
"175",1996-12-22,3,2,2,2,1,1,93,93,87,1012,1010,1006,6,5,4,13,6,NA,0,7,"Rain",23
"176",1996-12-23,3,2,1,2,1,0,100,94,93,1005,999,995,5,3,2,11,5,NA,0,7,"Rain",340
"177",1996-12-24,-1,-3,-4,-2,-4,-5,93,90,86,1004,1002,1000,5,4,3,14,8,NA,0,7,"Snow",16
"178",1996-12-25,-4,-6,-8,-5,-7,-11,93,86,79,1021,1011,1004,8,5,3,26,10,NA,0,7,"",26
"179",1996-12-26,-5,-7,-9,-9,-12,-13,80,71,63,1036,1031,1022,10,10,9,27,21,55,0,3,"",52
"180",1996-12-27,-8,-10,-12,-13,-14,-15,79,74,67,1034,1026,1018,10,9,8,16,11,NA,0,5,"Snow",29
"181",1996-12-28,-9,-11,-12,-11,-13,-16,86,79,73,1017,1015,1014,8,5,4,13,5,NA,0,7,"Snow",15
"182",1996-12-29,-10,-12,-13,-13,-14,-15,92,81,73,1016,1013,1009,7,5,4,10,5,NA,0,5,"Snow",349
"183",1996-12-30,-5,-8,-11,-7,-9,-14,93,85,79,1008,1003,1000,5,3,1,14,5,NA,0,6,"Snow",288
"184",1996-12-31,-5,-8,-10,-8,-9,-11,93,88,80,1012,1009,1005,5,3,3,14,3,NA,0,7,"Snow",7
"185",1997-01-01,-8,-9,-10,-10,-12,-13,86,81,79,1018,1014,1009,4,4,3,14,8,NA,0,7,"Snow",2
"186",1997-01-02,-5,-7,-8,-7,-8,-11,93,88,79,1019,1013,1008,4,3,2,11,5,NA,0,6,"",360
"187",1997-01-03,-4,-6,-7,-5,-7,-9,93,88,86,1008,1005,999,4,3,2,13,6,NA,0,8,"",27
"188",1997-01-04,-1,-6,-9,-4,-6,-11,100,88,80,1002,1000,998,3,2,0,13,5,NA,0,5,"Fog-Snow",325
"189",1997-01-05,-2,-4,-7,-2,-4,-8,100,97,93,1013,1008,1003,2,1,0,6,3,NA,0,7,"Fog-Snow",356
"190",1997-01-06,0,-1,-2,-2,-3,-4,93,87,80,1014,1013,1013,6,3,2,19,6,NA,0,6,"",8
"191",1997-01-07,-1,-2,-2,-3,-3,-4,93,88,86,1015,1015,1014,4,3,2,8,5,NA,0,8,"",1
"192",1997-01-08,-2,-3,-4,-3,-4,-5,100,92,86,1014,1009,1005,4,3,2,11,5,NA,0,8,"",11
"193",1997-01-09,-1,-3,-4,-3,-4,-5,100,91,80,1007,1005,1003,4,3,2,6,3,NA,0,7,"",333
"194",1997-01-10,0,-1,-2,-1,-3,-4,100,93,86,1021,1014,1007,7,3,0,14,5,NA,0,7,"Fog-Snow",336
"195",1997-01-11,-1,-2,-3,-2,-3,-4,93,91,86,1028,1026,1021,6,4,2,6,3,NA,0,8,"Snow",27
"196",1997-01-12,-2,-3,-5,-3,-4,-6,93,90,86,1030,1029,1028,5,4,4,10,6,NA,0,7,"",38
"197",1997-01-13,-4,-6,-6,-6,-7,-8,93,87,80,1029,1028,1028,5,4,3,10,5,NA,0,8,"Snow",57
"198",1997-01-14,-3,-4,-6,-6,-7,-7,93,90,80,1028,1027,1026,4,3,1,6,3,NA,0,7,"Fog",16
"199",1997-01-15,9,1,-6,-1,-5,-7,100,88,50,1029,1028,1027,3,1,0,6,2,NA,0,5,"Fog",311
"200",1997-01-16,-3,-6,-7,-4,-6,-8,100,94,80,1027,1025,1022,3,1,0,3,2,NA,0,4,"Fog",349
"201",1997-01-17,-1,-4,-8,-2,-5,-9,100,95,86,1022,1021,1019,3,1,0,11,2,NA,0,4,"Fog",205
"202",1997-01-18,-1,-4,-7,-2,-5,-8,100,96,86,1023,1021,1018,2,1,0,8,3,NA,0,5,"Fog",314
"203",1997-01-19,2,-2,-6,1,-2,-6,100,93,87,1018,1015,1013,4,3,1,10,3,NA,0,6,"Fog-Rain-Snow",177
"204",1997-01-20,3,1,0,2,1,0,100,98,93,1023,1019,1016,3,1,0,10,5,NA,0,6,"Fog-Rain",347
"205",1997-01-21,3,2,2,2,1,1,93,90,87,1027,1025,1023,6,5,4,14,6,NA,0,7,"Rain",9
"206",1997-01-22,4,2,1,2,1,0,93,92,87,1026,1025,1023,5,4,2,10,5,NA,0,7,"",359
"207",1997-01-23,6,3,0,4,1,0,100,92,81,1026,1025,1024,6,3,1,10,3,NA,0,6,"Fog",315
"208",1997-01-24,8,4,-1,4,1,-1,100,96,76,1030,1027,1026,6,2,0,10,3,NA,0,4,"Fog",246
"209",1997-01-25,3,1,-1,3,1,-1,100,99,93,1031,1029,1028,1,0,0,8,3,NA,0,7,"Fog",325
"210",1997-01-26,3,2,1,3,2,1,100,96,87,1028,1026,1025,6,3,0,8,3,NA,0,6,"Fog",152
"211",1997-01-27,4,2,1,1,1,0,93,87,81,1030,1028,1026,10,7,5,10,5,NA,0,6,"",181
"212",1997-01-28,5,3,1,0,-1,-2,93,76,70,1036,1033,1030,10,9,5,21,11,40,0,5,"",44
"213",1997-01-29,2,1,0,-1,-2,-3,87,82,80,1038,1037,1036,8,6,4,16,10,NA,0,8,"",26
"214",1997-01-30,0,-1,-1,-2,-3,-3,87,84,80,1036,1035,1033,6,5,4,13,10,NA,0,8,"",33
"215",1997-01-31,-1,-2,-2,-2,-3,-4,93,90,86,1033,1031,1030,4,4,3,11,8,NA,0,8,"",29
"216",1997-02-01,1,-1,-3,-3,-3,-5,93,87,75,1031,1030,1028,8,5,4,13,8,NA,0,6,"",87
