"","CET","Max.TemperatureC","Mean.TemperatureC","Min.TemperatureC","Dew.PointC","MeanDew.PointC","Min.DewpointC","Max.Humidity","Mean.Humidity","Min.Humidity","Max.Sea.Level.PressurehPa","Mean.Sea.Level.PressurehPa","Min.Sea.Level.PressurehPa","Max.VisibilityKm","Mean.VisibilityKm","Min.VisibilitykM","Max.Wind.SpeedKm.h","Mean.Wind.SpeedKm.h","Max.Gust.SpeedKm.h","Precipitationmm","CloudCover","Events","WindDirDegrees"
"18",1996-07-18,23,17,11,7,5,1,71,46,25,1025,1024,1023,10,10,10,23,14,NA,0,NA,"",23
"19",1996-07-19,23,17,10,7,6,2,82,50,25,1026,1025,1024,10,10,10,21,14,NA,0,NA,"",61
"20",1996-07-20,25,18,12,5,3,-1,62,40,19,1026,1025,1024,10,10,10,14,10,NA,0,NA,"",66
"21",1996-07-21,26,19,13,5,3,2,54,37,22,1026,1024,1023,10,10,10,13,6,NA,0,NA,"",84
"22",1996-07-22,27,20,14,6,4,1,51,36,20,1024,1022,1019,10,10,10,16,8,NA,0,NA,"",93
"23",1996-07-23,25,20,15,17,11,5,83,55,40,1019,1014,1010,10,10,10,23,10,42,0,5,"Rain-Thunderstorm",157
"24",1996-07-24,19,17,14,12,11,9,82,67,52,1017,1014,1012,10,10,7,29,14,NA,0,5,"Rain",266
"25",1996-07-25,17,14,12,11,9,8,88,77,68,1023,1020,1017,10,9,4,23,14,NA,0,6,"",289
"26",1996-07-26,25,18,11,11,10,6,88,64,29,1023,1022,1020,10,4,1,13,10,NA,0,3,"",48
"27",1996-07-27,28,21,14,11,9,6,77,51,26,1021,1019,1017,10,8,4,13,8,NA,0,3,"",1
"28",1996-07-28,26,21,16,14,12,9,82,62,39,1019,1018,1017,10,6,1,19,11,NA,0,4,"",20
"29",1996-07-29,27,21,16,15,13,9,83,61,34,1018,1016,1014,10,9,3,23,6,NA,0,6,"Rain-Thunderstorm",294
"30",1996-07-30,22,17,13,13,11,10,94,68,46,1019,1017,1015,10,10,7,21,8,32,0,5,"",279
"31",1996-07-31,25,20,15,12,11,8,82,57,34,1019,1018,1017,10,9,4,23,10,37,0,4,"",260
"32",1996-08-01,26,20,15,12,11,10,77,53,36,1019,1017,1017,10,10,10,21,6,NA,0,NA,"",285
"33",1996-08-02,24,18,13,10,8,6,77,51,31,1024,1021,1019,10,10,10,16,8,NA,0,3,"",320
"34",1996-08-03,22,17,13,10,7,4,72,52,33,1026,1025,1024,10,10,10,21,14,NA,0,6,"",29
"35",1996-08-04,23,17,12,7,5,3,67,46,29,1026,1023,1020,10,10,10,21,16,NA,0,NA,"",58
"36",1996-08-05,25,18,12,7,5,3,67,44,25,1020,1016,1013,10,10,10,24,16,37,0,NA,"",77
"37",1996-08-06,27,21,15,16,11,7,94,60,28,1015,1014,1013,10,9,2,19,10,NA,0,6,"Rain",156
"38",1996-08-07,22,17,13,13,8,2,88,55,27,1019,1018,1016,10,10,10,23,10,NA,0,4,"",269
"39",1996-08-08,25,18,12,9,6,1,77,47,22,1019,1017,1016,10,10,10,13,8,NA,0,NA,"",78
"40",1996-08-09,28,21,15,11,7,4,63,40,23,1017,1016,1014,10,10,10,21,8,NA,0,NA,"",145
"41",1996-08-10,25,21,17,16,13,9,94,67,46,1014,1012,1009,10,8,3,23,6,NA,0,6,"Rain-Thunderstorm",168
"42",1996-08-11,22,18,15,16,13,10,94,82,46,1009,1008,1007,10,8,1,24,11,NA,0,6,"Rain",193
"43",1996-08-12,19,16,13,14,12,10,94,81,59,1011,1009,1007,10,9,4,19,10,NA,0,5,"Rain",220
"44",1996-08-13,15,14,13,14,12,11,94,92,82,1011,1009,1008,10,5,0,24,14,NA,0,6,"Fog-Rain",229
"45",1996-08-14,21,17,13,15,13,12,100,84,60,1017,1015,1012,10,5,0,16,10,40,0,6,"Fog",294
"46",1996-08-15,23,18,14,13,11,7,94,68,38,1021,1019,1018,10,6,1,19,10,34,0,4,"",343
"47",1996-08-16,22,17,13,13,12,11,94,70,50,1023,1022,1021,10,6,1,14,8,NA,0,3,"",36
"48",1996-08-17,25,19,14,13,12,9,88,66,36,1023,1023,1022,10,5,1,16,10,NA,0,3,"",23
"49",1996-08-18,26,21,16,15,10,7,77,57,30,1023,1022,1022,6,4,1,23,16,NA,0,2,"",57
"50",1996-08-19,28,21,15,12,9,8,63,46,30,1018,1016,1015,NA,NA,NA,26,19,NA,0,NA,"",92
"51",1996-08-20,28,22,16,15,12,9,88,54,37,1015,1014,1012,10,10,6,26,11,48,0,6,"Rain-Thunderstorm",141
"52",1996-08-21,20,18,16,17,16,15,94,89,78,1014,1013,1012,7,4,1,13,5,NA,0,6,"Rain-Thunderstorm",164
"53",1996-08-22,22,18,15,15,13,12,94,75,57,1015,1014,1012,10,5,1,14,8,NA,0,5,"",14
"54",1996-08-23,23,19,15,15,13,11,94,77,47,1015,1013,1011,10,7,1,19,8,NA,0,5,"Rain",179
"55",1996-08-24,20,16,12,13,11,8,88,76,49,1013,1012,1011,10,10,10,24,11,40,0,5,"Rain-Thunderstorm",215
"56",1996-08-25,19,14,11,11,9,7,94,73,46,1015,1014,1012,10,9,1,24,11,NA,0,4,"",222
"57",1996-08-26,19,14,11,12,10,8,88,72,49,1017,1015,1015,10,10,8,14,6,NA,0,4,"Rain-Thunderstorm",200
"58",1996-08-27,21,16,11,12,11,9,94,77,46,1017,1016,1015,10,9,1,14,6,NA,0,4,"Rain",351
"59",1996-08-28,14,12,10,11,10,8,94,87,77,1015,1014,1014,10,7,1,24,11,NA,0,6,"Rain",273
"60",1996-08-29,12,11,10,10,9,8,94,87,82,1013,1011,1010,10,7,1,40,27,63,0,7,"Rain",226
"61",1996-08-30,13,12,11,11,10,9,94,90,82,1022,1016,1013,10,7,1,32,24,NA,0,6,"Rain",246
"62",1996-08-31,17,13,9,10,8,6,94,76,52,1026,1024,1022,10,7,1,16,10,NA,0,6,"",309
"63",1996-09-01,16,12,8,8,6,4,87,71,48,1028,1027,1026,10,9,4,14,10,NA,0,4,"",2
"64",1996-09-02,19,14,9,9,6,3,87,64,35,1027,1025,1024,10,9,5,24,16,NA,0,3,"",35
"65",1996-09-03,21,16,10,10,7,5,71,60,46,1024,1021,1019,10,10,10,32,21,NA,0,NA,"",41
"66",1996-09-04,24,18,12,11,9,7,82,60,34,1020,1019,1018,10,10,10,26,21,NA,0,NA,"",37
"67",1996-09-05,21,16,11,11,8,5,88,66,37,1019,1018,1018,10,7,1,24,18,NA,0,3,"",36
"68",1996-09-06,18,13,9,5,4,2,76,56,34,1021,1019,1018,10,10,10,16,11,29,0,4,"",11
"69",1996-09-07,17,12,8,6,3,0,81,54,32,1024,1023,1020,10,10,10,19,11,NA,0,4,"",37
"70",1996-09-08,16,11,7,6,3,0,76,58,34,1024,1023,1022,10,6,1,23,13,NA,0,4,"",29
"71",1996-09-09,18,13,8,7,5,1,87,61,34,1022,1021,1020,10,9,6,23,16,NA,0,4,"Rain",33
"72",1996-09-10,15,11,8,9,7,5,93,76,67,1022,1020,1018,10,6,1,13,8,NA,0,4,"",317
"73",1996-09-11,16,13,10,8,6,2,87,67,42,1018,1016,1013,10,9,4,11,6,NA,0,6,"",322
"74",1996-09-12,14,11,8,9,7,5,94,82,63,1013,1007,1004,10,8,1,21,11,NA,0,6,"Rain",279
"75",1996-09-13,12,9,6,7,6,4,93,80,58,1014,1009,1005,10,10,5,21,13,NA,0,5,"Rain",284
"76",1996-09-14,15,12,9,10,8,7,93,80,67,1022,1019,1014,10,9,1,14,11,NA,0,5,"Rain",305
"77",1996-09-15,14,11,8,7,6,5,87,74,55,1024,1023,1022,10,9,1,14,10,NA,0,5,"",360
"78",1996-09-16,17,12,7,8,5,2,100,69,39,1025,1023,1021,10,7,1,19,13,NA,0,3,"Fog",56
"79",1996-09-17,16,11,6,5,2,0,81,61,39,1020,1017,1015,10,10,10,32,18,NA,0,3,"",63
"80",1996-09-18,12,8,5,4,3,1,87,67,54,1015,1013,1010,10,9,1,37,23,52,0,5,"",68
"81",1996-09-19,19,13,8,7,6,3,81,65,43,1010,1008,1006,10,10,10,29,23,NA,0,6,"Rain",67
"82",1996-09-20,11,9,8,9,7,6,94,85,71,1006,1006,1005,10,4,1,19,11,NA,0,6,"Rain",70
"83",1996-09-21,13,10,8,9,8,6,100,87,67,1006,1005,1004,10,4,0,19,5,NA,0,5,"Fog",57
"84",1996-09-22,12,9,7,7,6,5,87,84,72,1008,1007,1006,10,8,1,21,16,NA,0,6,"",38
"85",1996-09-23,13,10,8,8,7,6,87,82,67,1010,1008,1008,10,8,4,10,6,NA,0,6,"Rain",340
"86",1996-09-24,12,9,7,8,7,6,93,81,72,1012,1011,1010,10,4,1,8,5,NA,0,6,"",270
"87",1996-09-25,15,11,8,8,7,6,100,79,55,1015,1012,1010,10,3,0,8,5,NA,0,5,"Fog",184
"88",1996-09-26,17,12,7,8,7,5,87,74,55,1019,1017,1015,10,6,1,14,5,NA,0,1,"",201
"89",1996-09-27,15,12,10,12,10,7,94,88,77,1018,1014,1012,10,6,2,23,13,NA,0,6,"Rain",224
"90",1996-09-28,14,11,9,10,8,7,94,82,67,1027,1024,1019,10,9,1,21,13,NA,0,6,"",251
"91",1996-09-29,15,11,8,9,8,7,93,75,59,1026,1022,1020,10,9,1,34,13,NA,0,6,"Rain",216
"92",1996-09-30,20,17,13,13,10,5,88,71,51,1019,1015,1009,10,10,10,27,18,NA,0,6,"",214
"93",1996-10-01,13,10,8,13,9,7,100,89,72,1011,1005,1002,10,5,0,21,11,NA,0,7,"Fog-Rain",254
"94",1996-10-02,14,10,7,7,6,5,93,82,55,1023,1017,1012,10,5,1,13,10,NA,0,5,"",302
"95",1996-10-03,14,9,4,8,6,3,93,79,59,1027,1025,1024,10,5,1,14,6,NA,0,2,"",228
"96",1996-10-04,11,9,8,9,7,5,94,87,76,1023,1019,1016,10,8,1,19,13,NA,0,6,"Rain",226
"97",1996-10-05,9,7,6,7,6,5,100,89,76,1018,1014,1013,10,5,0,14,10,NA,0,6,"Fog-Rain",224
"98",1996-10-06,12,9,6,6,5,4,93,78,58,1023,1021,1018,10,5,1,23,11,NA,0,4,"",34
"99",1996-10-07,13,8,4,7,5,4,100,81,63,1023,1021,1020,10,5,0,19,14,NA,0,5,"Fog",44
"100",1996-10-08,15,13,11,8,7,7,77,71,59,1020,1019,1019,10,6,1,16,11,NA,0,6,"",46
"101",1996-10-09,15,12,9,9,7,6,87,74,59,1021,1020,1019,10,5,1,10,5,NA,0,6,"",295
"102",1996-10-10,16,11,7,8,7,6,93,80,59,1024,1022,1021,9,4,1,16,6,NA,0,4,"",65
"103",1996-10-11,12,10,9,8,8,7,93,87,76,1024,1022,1019,6,3,0,19,11,NA,0,6,"",100
"104",1996-10-12,10,8,7,8,7,6,100,95,87,1019,1016,1014,4,1,0,11,5,NA,0,6,"Fog",141
"105",1996-10-13,19,13,8,8,7,5,93,64,40,1014,1012,1011,10,4,2,21,11,NA,0,5,"",147
"106",1996-10-14,18,13,9,9,7,6,82,68,49,1011,1010,1008,10,6,1,13,10,NA,0,3,"",88
"107",1996-10-15,14,12,10,11,9,7,94,86,76,1010,1009,1008,10,7,1,10,5,NA,0,6,"Rain",213
"108",1996-10-16,11,9,7,10,7,4,94,84,71,1010,1010,1009,10,9,8,11,8,NA,0,6,"Rain",320
"109",1996-10-17,11,8,5,6,5,4,93,83,67,1012,1010,1009,10,8,1,11,3,NA,0,5,"Fog-Rain",167
"110",1996-10-18,10,8,5,6,5,4,93,87,71,1015,1013,1012,10,5,0,16,8,34,0,6,"Fog-Rain",182
"111",1996-10-19,13,10,8,9,7,4,94,79,54,1025,1017,1012,10,6,1,24,13,NA,0,5,"Rain",255
"112",1996-10-20,12,10,8,10,8,6,100,88,82,1025,1023,1020,10,7,1,26,13,NA,0,6,"Rain",244
"113",1996-10-21,16,12,8,13,9,6,100,83,59,1025,1019,1016,10,7,3,23,16,35,0,5,"Rain",275
"114",1996-10-22,13,8,4,7,5,3,100,80,58,1027,1026,1025,10,5,1,10,6,NA,0,4,"Fog",45
"115",1996-10-23,14,9,5,4,3,2,87,71,47,1026,1025,1024,10,10,10,21,11,NA,0,NA,"",72
"116",1996-10-24,14,8,3,5,3,1,87,70,54,1024,1022,1021,10,10,10,14,10,NA,0,NA,"",94
"117",1996-10-25,12,8,5,10,5,2,88,79,71,1024,1021,1020,10,7,1,11,8,NA,0,6,"",150
"118",1996-10-26,12,10,8,10,8,7,94,89,76,1026,1025,1024,10,6,1,21,11,NA,0,5,"",231
"119",1996-10-27,12,9,7,9,8,6,100,89,72,1025,1022,1017,10,6,0,29,11,NA,0,6,"Fog-Rain",218
"120",1996-10-28,13,12,11,10,9,7,94,83,67,1016,1011,1005,10,9,3,39,26,58,0,6,"Rain",229
"121",1996-10-29,12,9,5,8,6,2,87,79,62,1020,1008,1000,10,10,7,55,35,93,0,6,"Rain",265
"122",1996-10-30,7,4,3,3,2,0,93,80,66,1028,1026,1021,10,9,1,19,10,NA,0,6,"",257
"123",1996-10-31,8,6,3,6,3,1,93,82,62,1028,1023,1017,10,9,4,29,13,NA,0,6,"Rain",222
"124",1996-11-01,12,9,7,10,8,5,94,86,72,1028,1022,1016,10,7,3,29,21,NA,0,5,"Rain",252
"125",1996-11-02,12,11,10,9,8,7,94,87,77,1029,1028,1027,10,8,2,27,18,NA,0,6,"",240
"126",1996-11-03,10,9,9,8,8,7,93,88,82,1027,1024,1022,10,9,4,29,21,NA,0,7,"",230
"127",1996-11-04,12,10,9,10,7,6,94,84,67,1021,1013,1005,10,8,4,29,21,NA,0,6,"Rain",210
"128",1996-11-05,11,7,3,9,5,1,94,82,71,1020,1011,1005,10,8,1,35,26,45,0,6,"Rain",243
"129",1996-11-06,11,7,3,10,5,1,94,88,76,1019,1014,1011,10,8,3,47,24,69,0,6,"Rain",227
"130",1996-11-07,11,9,7,8,5,3,93,81,71,1017,1011,1008,10,9,3,32,21,58,0,5,"Rain",246
"131",1996-11-08,8,7,5,5,4,3,93,83,71,1027,1024,1017,10,10,5,24,18,NA,0,6,"Rain",248
"132",1996-11-09,8,6,4,5,4,3,93,89,81,1028,1027,1025,10,9,7,23,14,NA,0,6,"",235
"133",1996-11-10,7,6,4,5,4,3,93,89,81,1024,1014,1006,10,7,1,14,10,NA,0,6,"Rain",180
"134",1996-11-11,10,8,6,7,7,5,100,91,82,1006,999,995,10,5,1,23,11,37,0,6,"Rain",150
"135",1996-11-12,9,7,6,8,7,5,93,92,87,1002,998,996,10,8,1,19,13,NA,0,6,"Rain",171
"136",1996-11-13,8,4,1,7,4,0,93,90,81,1016,1008,1002,10,6,3,13,6,NA,0,6,"Rain",319
"137",1996-11-14,4,2,0,0,-1,-2,93,83,70,1021,1019,1016,10,10,9,19,10,NA,0,5,"",26
"138",1996-11-15,4,1,-1,0,-2,-4,87,80,70,1022,1021,1020,10,8,6,27,18,NA,0,5,"",53
"139",1996-11-16,4,3,2,1,1,0,93,86,81,1023,1022,1020,10,6,3,11,8,NA,0,6,"",54
"140",1996-11-17,2,1,1,-1,-2,-2,81,79,75,1013,1009,1006,10,10,8,10,3,NA,0,6,"",208
"141",1996-11-18,3,1,0,1,-1,-2,93,85,75,1005,999,997,7,4,2,13,6,NA,0,6,"Rain-Snow",331
"142",1996-11-19,3,1,-1,2,-1,-4,93,88,70,1001,991,983,10,7,1,27,18,42,0,6,"Rain-Snow",193
"143",1996-11-20,4,3,3,3,2,1,93,88,87,994,983,980,10,9,4,45,29,61,0,6,"Rain",219
"144",1996-11-21,3,1,-1,0,-2,-4,93,80,60,1008,1004,996,10,10,9,29,16,39,0,5,"Snow",272
"145",1996-11-22,0,-2,-3,-1,-2,-4,100,95,86,1015,1013,1008,10,3,0,14,6,NA,0,6,"Fog",232
"146",1996-11-23,0,-1,-2,-1,-2,-3,100,98,93,1016,1012,1010,9,2,0,11,8,NA,0,6,"Fog-Snow",209
"147",1996-11-24,0,-1,-2,-1,-2,-3,100,95,93,1023,1021,1017,8,5,2,14,11,NA,0,6,"Snow",226
"148",1996-11-25,3,1,-1,3,1,-2,100,98,93,1016,1002,995,4,1,0,24,16,NA,0,7,"Fog-Rain-Snow",197
"149",1996-11-26,4,2,1,3,1,-2,100,90,81,1010,1004,997,10,8,1,14,10,NA,0,6,"Rain-Snow",281
"150",1996-11-27,1,0,-1,-1,-2,-2,93,88,81,1010,1008,1004,10,6,1,14,8,NA,0,6,"",296
"151",1996-11-28,1,0,-1,-1,-3,-5,93,82,75,1018,1013,1006,10,7,2,14,10,NA,0,6,"Snow",319
"152",1996-11-29,3,1,0,2,-1,-2,100,93,87,1018,1005,997,10,5,1,32,18,NA,0,6,"Rain-Snow",234
"153",1996-11-30,4,3,2,2,1,-2,93,90,75,1011,1001,997,10,9,4,19,13,NA,0,6,"Rain",276
"154",1996-12-01,4,1,-1,3,0,-2,100,89,75,1020,1016,1011,10,7,1,27,13,NA,0,5,"",245
"155",1996-12-02,6,3,2,5,2,-1,93,80,61,1016,1013,1009,10,9,4,29,19,40,0,5,"Rain",267
"156",1996-12-03,5,3,1,3,2,0,100,93,87,1016,1009,1001,10,5,0,26,16,45,0,6,"Fog-Rain",209
"157",1996-12-04,6,6,5,5,4,3,93,92,87,1010,1007,1001,10,6,2,27,13,NA,0,6,"Rain",181
"158",1996-12-05,8,7,6,6,5,4,93,88,81,1014,1013,1011,10,9,1,11,6,NA,0,6,"Fog-Rain",174
"159",1996-12-06,6,3,2,4,2,0,93,85,76,1020,1017,1014,10,7,4,14,10,NA,0,3,"",57
"160",1996-12-07,1,-1,-2,0,-1,-2,100,98,93,1026,1023,1020,5,1,0,13,6,NA,0,6,"Fog",83
"161",1996-12-08,-1,-2,-2,-2,-2,-3,100,97,93,1026,1024,1023,8,2,0,16,10,NA,0,7,"Fog",72
"162",1996-12-09,-2,-3,-3,-3,-3,-4,93,91,86,1022,1019,1016,10,6,3,13,10,NA,0,7,"Snow",83
"163",1996-12-10,-1,-2,-3,-3,-3,-4,100,91,86,1017,1015,1013,3,2,1,14,8,NA,0,7,"",58
"164",1996-12-11,-1,-2,-2,-1,-2,-4,100,95,86,1015,1015,1014,4,1,0,11,6,37,0,7,"Fog-Snow",87
"165",1996-12-12,0,-1,-2,0,-1,-2,100,99,93,1014,1011,1007,2,0,0,13,8,NA,0,8,"Fog",161
"166",1996-12-13,3,1,0,3,1,-1,100,97,87,1006,1002,999,10,3,0,23,8,NA,0,6,"Fog-Rain",53
"167",1996-12-14,1,-2,-4,-1,-5,-9,87,75,59,1012,1006,1001,10,10,10,26,18,NA,0,4,"",24
"168",1996-12-15,0,-3,-6,-1,-3,-8,93,86,74,1018,1015,1012,10,5,1,21,11,NA,0,7,"",246
"169",1996-12-16,5,2,0,1,-1,-2,100,87,75,1018,1015,1012,8,2,0,14,5,NA,0,6,"Fog",122
"170",1996-12-17,3,1,-1,3,0,-2,100,93,87,1013,1012,1011,7,3,0,14,8,NA,0,6,"Fog-Rain",197
"171",1996-12-18,8,6,4,7,5,4,100,98,93,1011,1008,1004,6,2,0,11,5,NA,0,6,"Fog-Rain",176
"172",1996-12-19,8,6,4,8,6,3,100,97,93,1004,1001,1000,10,2,0,13,6,NA,0,7,"Fog-Rain",188
"173",1996-12-20,8,4,1,8,6,0,100,99,93,1006,1002,1000,2,0,0,23,6,NA,0,7,"Fog-Rain-Snow",66
"174",1996-12-21,1,0,-1,0,-2,-3,100,91,81,1012,1010,1007,10,6,1,29,19,NA,0,6,"Snow",61
"175",1996-12-22,-1,-2,-3,-3,-5,-7,86,79,64,1012,1010,1006,10,10,6,27,23,NA,0,6,"Rain",64
"176",1996-12-23,-2,-3,-5,-3,-4,-7,93,90,86,1006,1000,998,10,6,1,21,16,NA,0,6,"Rain-Snow",55
"177",1996-12-24,-4,-6,-8,-8,-9,-11,86,82,74,1006,1004,1003,10,9,8,29,21,NA,0,5,"",62
"178",1996-12-25,-4,-7,-9,-9,-12,-13,80,69,50,1026,1014,1007,10,10,10,27,23,NA,0,NA,"",49
"179",1996-12-26,-4,-7,-10,-9,-11,-14,86,74,59,1039,1035,1027,10,10,10,24,19,NA,0,3,"",62
"180",1996-12-27,-7,-9,-10,-11,-13,-14,79,72,63,1037,1028,1020,10,10,10,13,10,NA,0,NA,"",80
"181",1996-12-28,-7,-10,-12,-14,-16,-17,73,61,49,1020,1019,1018,10,10,10,29,18,NA,0,NA,"",55
"182",1996-12-29,-6,-10,-13,-9,-16,-19,86,61,49,1019,1015,1007,10,9,3,27,18,NA,0,6,"Snow",15
"183",1996-12-30,-5,-7,-10,-7,-9,-12,93,88,86,1006,1003,1002,8,3,1,19,13,NA,0,6,"Snow",63
"184",1996-12-31,-9,-11,-14,-11,-13,-17,93,84,79,1015,1010,1006,7,4,1,23,16,NA,0,4,"Snow",60
"185",1997-01-01,-11,-13,-16,-15,-17,-18,85,79,73,1019,1015,1013,5,4,3,27,19,NA,0,5,"Snow",53
"186",1997-01-02,-8,-11,-14,-11,-14,-17,93,80,68,1019,1016,1010,5,4,3,24,11,NA,0,6,"",58
"187",1997-01-03,-6,-8,-9,-7,-9,-11,93,88,86,1009,1006,1002,4,2,1,24,18,NA,0,7,"Snow",54
"188",1997-01-04,-5,-6,-7,-6,-7,-9,93,89,80,1003,1001,999,4,3,2,23,16,NA,0,6,"Snow",48
"189",1997-01-05,-4,-4,-5,-6,-7,-7,93,89,86,1014,1009,1004,4,3,1,13,10,NA,0,7,"Snow",61
"190",1997-01-06,0,-4,-8,-6,-8,-10,100,90,60,1017,1016,1015,10,4,0,16,11,NA,0,6,"Fog-Snow",50
"191",1997-01-07,-5,-7,-8,-8,-9,-10,86,83,80,1018,1017,1015,10,6,4,16,13,NA,0,6,"",56
"192",1997-01-08,-6,-8,-9,-9,-9,-11,93,87,80,1015,1010,1005,8,4,3,14,11,NA,0,7,"",84
"193",1997-01-09,-3,-6,-8,-8,-9,-10,93,85,69,1009,1005,1004,4,3,2,11,6,NA,0,6,"",75
"194",1997-01-10,-4,-6,-6,-7,-7,-8,93,87,80,1021,1015,1009,7,4,2,11,6,NA,0,8,"",71
"195",1997-01-11,-5,-6,-7,-6,-7,-7,100,91,86,1029,1025,1022,7,2,0,10,6,NA,0,8,"Fog",192
"196",1997-01-12,-4,-6,-7,-5,-7,-8,100,93,86,1030,1029,1028,4,2,0,8,3,35,0,5,"Fog",81
"197",1997-01-13,2,-2,-6,-5,-6,-8,93,75,60,1028,1027,1026,8,5,3,11,6,34,0,2,"",51
"198",1997-01-14,0,-3,-6,-7,-8,-9,80,68,60,1026,1025,1024,10,5,3,11,6,NA,0,1,"",149
"199",1997-01-15,2,-3,-7,-6,-7,-9,86,73,56,1025,1025,1024,5,3,3,3,2,NA,0,0,"",94
"200",1997-01-16,3,0,-3,-5,-6,-7,80,68,56,1025,1022,1020,6,4,3,13,5,NA,0,0,"",88
"201",1997-01-17,3,0,-3,-1,-4,-7,81,70,60,1019,1017,1016,9,5,4,13,6,NA,0,4,"",172
"202",1997-01-18,3,2,1,3,1,-1,100,95,81,1019,1018,1015,5,1,0,11,5,NA,0,7,"Fog-Rain",162
"203",1997-01-19,3,2,2,3,3,2,100,99,93,1015,1012,1010,2,0,0,14,8,NA,0,7,"Fog-Rain",164
"204",1997-01-20,5,3,2,4,3,2,100,97,93,1025,1019,1014,7,3,0,16,6,NA,0,7,"Fog-Rain",351
"205",1997-01-21,4,1,-1,2,-1,-2,100,90,81,1027,1025,1023,10,7,1,26,19,NA,0,5,"",68
"206",1997-01-22,4,2,0,4,1,-2,100,93,87,1022,1021,1020,10,4,1,16,10,NA,0,6,"Fog-Rain",139
"207",1997-01-23,7,6,4,7,5,4,100,100,93,1024,1022,1021,3,1,0,13,8,NA,0,6,"Fog",144
"208",1997-01-24,7,6,5,7,6,4,100,99,93,1030,1026,1023,4,1,0,14,3,NA,0,6,"Fog-Rain",84
"209",1997-01-25,8,4,0,6,2,-2,100,80,57,1031,1031,1030,6,3,1,27,18,NA,0,5,"Fog",57
"210",1997-01-26,2,1,1,0,0,-1,93,90,87,1030,1028,1027,10,5,2,21,11,NA,0,6,"Rain-Snow",50
"211",1997-01-27,0,-1,-2,0,-3,-5,100,85,80,1032,1029,1026,10,7,2,16,5,NA,0,6,"Snow",313
"212",1997-01-28,2,-1,-3,-2,-4,-5,93,84,60,1039,1036,1032,8,4,2,24,13,NA,0,4,"",47
"213",1997-01-29,2,0,-1,-1,-2,-3,93,84,75,1039,1038,1037,10,8,4,21,13,NA,0,6,"",62
"214",1997-01-30,0,-1,-2,-2,-3,-4,93,84,80,1037,1035,1034,10,7,3,21,14,NA,0,6,"",70
"215",1997-01-31,3,0,-2,-1,-2,-3,93,85,75,1034,1032,1031,10,8,5,21,13,NA,0,5,"",63
"216",1997-02-01,4,1,-2,-1,-3,-5,87,75,60,1031,1030,1028,10,9,5,16,8,NA,0,6,"",78
"217",1997-02-02,-3,-4,-5,-3,-4,-6,100,91,80,1028,1026,1025,8,3,0,11,6,NA,0,6,"Fog",147
"218",1997-02-03,0,-1,-2,0,-1,-3,100,96,93,1028,1027,1026,3,2,0,10,6,27,0,7,"Fog-Snow",241
