"","CET","Max.TemperatureC","Mean.TemperatureC","Min.TemperatureC","Dew.PointC","MeanDew.PointC","Min.DewpointC","Max.Humidity","Mean.Humidity","Min.Humidity","Max.Sea.Level.PressurehPa","Mean.Sea.Level.PressurehPa","Min.Sea.Level.PressurehPa","Max.VisibilityKm","Mean.VisibilityKm","Min.VisibilitykM","Max.Wind.SpeedKm.h","Mean.Wind.SpeedKm.h","Max.Gust.SpeedKm.h","Precipitationmm","CloudCover","Events","WindDirDegrees"
"29",1996-07-29,25,20,15,16,14,13,94,76,54,1018,1016,1014,10,10,6,19,6,NA,0,5,"Rain-Thunderstorm",240
"30",1996-07-30,22,18,14,16,14,13,100,84,68,1018,1016,1014,10,9,6,19,10,NA,0,5,"Rain",244
"31",1996-07-31,21,17,13,16,14,12,94,81,68,1018,1017,1016,10,10,10,23,14,NA,0,6,"",240
"32",1996-08-01,21,18,14,15,12,10,94,74,49,1019,1017,1016,10,10,8,27,11,NA,0,5,"",243
"33",1996-08-02,21,16,11,13,12,10,100,79,53,1024,1022,1019,10,8,4,13,8,NA,0,5,"",259
"34",1996-08-03,21,16,11,11,9,8,94,64,43,1027,1026,1020,10,9,6,16,8,NA,0,2,"",36
"35",1996-08-04,24,17,9,11,9,8,100,69,38,1027,1024,1020,10,9,7,23,6,NA,0,1,"",64
"36",1996-08-05,26,19,12,10,9,8,77,51,34,1018,1014,1010,NA,NA,NA,23,11,47,0,NA,"",98
"37",1996-08-06,24,19,14,16,13,9,94,71,56,1015,1011,1010,10,10,10,26,14,NA,0,5,"Rain",179
"38",1996-08-07,18,14,11,12,11,9,94,79,64,1019,1017,1015,10,10,10,27,14,NA,0,6,"",225
"39",1996-08-08,25,17,9,10,9,8,94,64,39,1019,1017,1015,10,10,10,13,5,NA,0,1,"",201
"40",1996-08-09,28,20,13,13,11,8,82,53,30,1025,1015,1012,NA,NA,NA,21,8,NA,0,NA,"",179
"41",1996-08-10,23,20,18,15,13,11,83,66,53,1012,1009,1007,10,10,10,26,11,45,0,6,"Rain",199
"42",1996-08-11,18,16,14,16,14,12,100,89,73,1008,1006,1005,10,9,4,24,13,NA,0,6,"Rain",182
"43",1996-08-12,22,16,11,14,13,11,100,83,53,1011,1009,1006,10,9,2,14,5,NA,0,6,"Rain",210
"44",1996-08-13,18,16,14,16,15,14,100,98,88,1012,1008,1005,6,3,2,24,10,NA,0,6,"Rain",287
"45",1996-08-14,20,18,15,16,15,14,100,93,78,1020,1016,1013,8,4,2,14,8,NA,0,6,"Rain",306
"46",1996-08-15,20,17,14,15,14,13,100,89,73,1022,1020,1019,10,5,2,14,8,NA,0,4,"",327
"47",1996-08-16,22,17,12,14,13,12,100,84,60,1023,1022,1022,10,6,1,80,5,NA,0,3,"Fog",22
"48",1996-08-17,24,17,11,14,13,11,100,79,53,1023,1023,1022,10,7,3,10,3,NA,0,1,"",99
"49",1996-08-18,27,19,12,16,14,11,100,69,48,1023,1021,1019,10,7,1,14,6,NA,0,1,"",69
"50",1996-08-19,29,22,15,15,14,13,88,63,42,1019,1016,1014,9,9,8,19,8,NA,0,0,"",118
"51",1996-08-20,29,23,17,18,16,13,83,65,45,1014,1012,1011,10,10,10,23,10,37,0,4,"",187
"52",1996-08-21,22,19,17,17,16,15,100,88,68,1014,1013,1012,10,5,1,11,6,NA,0,6,"Rain",247
"53",1996-08-22,22,18,14,15,13,11,94,72,50,1015,1014,1011,10,9,8,10,5,NA,0,5,"",285
"54",1996-08-23,23,19,15,16,14,13,88,73,57,1014,1010,1008,10,9,8,27,14,47,0,4,"",183
"55",1996-08-24,18,16,13,14,12,11,100,87,68,1011,1010,1008,10,9,5,29,18,NA,0,5,"Rain-Thunderstorm",207
"56",1996-08-25,20,16,12,13,12,11,100,87,60,1014,1012,1010,10,10,6,27,14,NA,0,4,"Rain",206
"57",1996-08-26,20,16,11,14,12,11,100,85,56,1016,1014,1014,10,9,6,14,6,32,0,5,"Rain",231
"58",1996-08-27,20,16,11,13,12,10,100,85,64,1017,1016,1016,10,10,10,14,3,NA,0,5,"",265
"59",1996-08-28,13,12,11,13,12,11,100,98,94,1017,1015,1012,6,3,1,63,11,NA,0,6,"Rain-Thunderstorm",246
"60",1996-08-29,13,12,11,12,11,11,100,97,88,1010,1007,1003,8,4,2,61,35,89,0,6,"Rain",242
"61",1996-08-30,13,12,11,13,12,11,100,99,94,1021,1015,1010,10,4,2,32,19,47,0,6,"Rain",257
"62",1996-08-31,16,12,9,12,11,9,100,89,68,1027,1025,1022,10,9,4,13,8,NA,0,6,"Rain",289
"63",1996-09-01,16,11,7,11,9,7,100,86,67,1029,1028,1027,10,10,8,11,6,NA,0,4,"",337
"64",1996-09-02,18,13,8,12,10,8,100,85,56,1028,1027,1025,10,5,0,14,5,NA,0,2,"Fog",25
"65",1996-09-03,19,13,8,11,9,8,100,77,56,1025,1023,1022,10,7,3,27,11,NA,0,3,"",32
"66",1996-09-04,20,15,10,14,12,9,100,84,68,1022,1021,1020,8,5,1,24,14,NA,0,1,"Fog",30
"67",1996-09-05,20,14,8,12,9,8,100,77,52,1021,1020,1019,10,7,1,27,13,NA,0,3,"Fog",44
"68",1996-09-06,18,12,7,11,9,7,100,77,56,1022,1021,1020,10,9,7,14,6,NA,0,2,"",7
"69",1996-09-07,17,12,8,11,8,6,100,76,52,1025,1024,1022,10,8,1,16,8,NA,0,2,"Fog",41
"70",1996-09-08,16,11,6,9,7,6,100,81,59,1026,1024,1021,10,10,10,19,6,NA,0,4,"",17
"71",1996-09-09,17,12,7,12,9,7,100,88,63,1024,1023,1022,10,6,1,13,5,NA,0,3,"",5
"72",1996-09-10,16,13,11,12,11,10,100,91,72,1023,1020,1019,10,7,0,13,6,NA,0,6,"Fog-Rain",304
"73",1996-09-11,15,12,10,11,10,7,100,86,59,1019,1017,1014,10,7,1,13,6,NA,0,6,"Fog-Rain",296
"74",1996-09-12,15,12,9,11,9,8,100,87,63,1014,1008,1006,10,8,2,23,13,37,0,5,"Rain",288
"75",1996-09-13,14,10,7,10,8,6,100,86,67,1016,1011,1008,10,10,10,19,11,37,0,6,"Rain",306
"76",1996-09-14,15,12,9,12,10,9,100,89,72,1023,1020,1017,10,9,6,13,8,NA,0,5,"",304
"77",1996-09-15,16,13,10,11,10,9,100,89,72,1025,1024,1023,10,7,4,13,5,NA,0,5,"",332
"78",1996-09-16,16,11,6,10,8,6,100,82,55,1025,1023,1021,10,6,0,21,5,NA,0,2,"Fog",55
"79",1996-09-17,16,10,5,8,6,4,100,75,52,1021,1018,1016,10,9,8,27,11,NA,0,0,"",63
"80",1996-09-18,12,8,4,7,6,3,100,79,67,1017,1014,1012,10,10,8,32,16,50,0,4,"",59
"81",1996-09-19,17,12,7,10,8,5,93,83,63,1012,1008,1006,10,9,7,24,19,NA,0,6,"Rain",57
"82",1996-09-20,12,9,7,11,9,7,100,94,82,1007,1006,1005,8,4,2,14,6,NA,0,5,"Rain",76
"83",1996-09-21,11,10,8,10,9,7,100,95,87,1008,1006,1005,6,3,1,19,11,NA,0,6,"",32
"84",1996-09-22,9,8,8,9,8,7,100,97,93,1010,1009,1008,4,3,1,19,13,NA,0,6,"",32
"85",1996-09-23,12,10,9,10,9,8,100,94,77,1011,1009,1008,6,4,1,8,5,NA,0,6,"Rain",26
"86",1996-09-24,13,11,9,11,10,9,100,90,82,1012,1011,1010,6,3,1,11,6,NA,0,6,"Fog-Rain",241
"87",1996-09-25,17,13,10,10,9,8,94,78,55,1014,1011,1009,10,8,4,16,6,NA,0,5,"",180
"88",1996-09-26,17,13,9,11,9,8,94,81,63,1017,1015,1013,10,8,4,23,10,NA,0,2,"",198
"89",1996-09-27,16,13,12,14,12,10,100,92,72,1017,1012,1010,10,9,3,27,23,NA,0,5,"Rain",230
"90",1996-09-28,15,12,9,12,11,8,100,88,77,1024,1023,1018,10,9,8,26,16,NA,0,6,"",219
"91",1996-09-29,17,13,11,13,11,9,88,80,72,1023,1019,1016,10,10,6,35,26,53,0,6,"",207
"92",1996-09-30,18,16,14,16,14,4,100,88,48,1016,1013,1007,10,9,3,27,23,NA,0,6,"Rain",206
"93",1996-10-01,14,11,8,12,9,8,100,98,88,1012,1006,1004,10,4,0,19,10,NA,0,5,"Fog-Rain",304
"94",1996-10-02,15,10,6,9,8,6,100,88,67,1023,1017,1012,10,7,3,13,8,NA,0,3,"Fog",244
"95",1996-10-03,15,10,6,9,8,6,100,85,63,1026,1024,1022,10,6,1,27,10,NA,0,1,"",212
"96",1996-10-04,14,11,9,10,9,6,100,84,63,1020,1017,1014,10,9,4,24,18,NA,0,5,"Rain",232
"97",1996-10-05,11,9,7,8,7,6,93,89,76,1019,1015,1011,10,9,5,21,13,39,0,5,"Rain",279
"98",1996-10-06,12,7,3,9,6,3,100,90,72,1024,1023,1020,10,5,0,8,3,NA,0,2,"Fog",56
"99",1996-10-07,15,8,2,9,6,2,100,86,63,1024,1022,1021,9,6,3,10,3,NA,0,0,"",114
"100",1996-10-08,15,9,4,9,7,4,100,86,59,1021,1021,1020,8,5,3,10,2,NA,0,2,"Fog",16
"101",1996-10-09,13,9,6,10,7,6,100,92,72,1021,1020,1019,4,3,1,11,5,NA,0,6,"",214
"102",1996-10-10,12,11,10,11,10,9,100,98,94,1025,1023,1021,3,1,0,14,5,NA,0,6,"Fog",35
"103",1996-10-11,15,12,10,11,9,9,100,90,77,1025,1021,1019,4,2,1,13,6,NA,0,6,"",154
"104",1996-10-12,14,11,9,9,8,7,94,87,72,1018,1015,1012,8,5,3,19,13,NA,0,4,"",191
"105",1996-10-13,18,13,8,11,9,8,100,79,64,1012,1010,1008,8,5,4,21,11,NA,0,2,"",154
"106",1996-10-14,20,17,13,12,10,8,82,69,52,1009,1008,1007,NA,NA,NA,14,11,NA,0,NA,"",145
"107",1996-10-15,15,13,10,13,11,9,100,86,77,1011,1008,1005,10,9,5,19,13,NA,0,6,"Rain",220
"108",1996-10-16,14,10,7,8,7,5,93,81,59,1011,1010,1009,10,7,5,16,6,NA,0,6,"",231
"109",1996-10-17,14,10,7,9,7,5,94,83,63,1012,1009,1008,10,9,3,13,6,NA,0,5,"Rain",172
"110",1996-10-18,13,9,6,8,6,5,100,85,63,1013,1011,1010,10,8,4,27,13,45,0,5,"Rain",189
"111",1996-10-19,14,12,10,10,8,7,100,82,63,1023,1017,1009,10,9,7,26,18,NA,0,5,"Rain",246
"112",1996-10-20,13,11,10,12,11,9,100,94,88,1023,1021,1017,10,7,3,29,19,NA,0,6,"Rain",228
"113",1996-10-21,15,12,9,14,11,7,100,88,67,1025,1019,1015,10,8,2,27,19,32,0,5,"Rain",277
"114",1996-10-22,14,10,6,9,7,5,100,85,67,1027,1026,1025,10,7,4,10,5,NA,0,4,"",138
"115",1996-10-23,15,10,6,7,6,4,93,76,59,1025,1024,1022,NA,NA,NA,13,8,NA,0,NA,"",125
"116",1996-10-24,17,12,8,11,7,4,82,71,59,1022,1020,1019,NA,NA,NA,19,11,NA,0,NA,"",148
"117",1996-10-25,16,13,10,12,9,6,94,84,72,1022,1019,1018,7,5,4,23,13,NA,0,3,"Rain",185
"118",1996-10-26,14,11,9,10,8,5,94,79,59,1024,1023,1021,10,9,4,23,16,NA,0,4,"",210
"119",1996-10-27,13,10,7,11,8,5,100,89,82,1024,1019,1014,10,8,4,37,18,60,0,6,"Rain",200
"120",1996-10-28,14,12,11,11,9,6,94,84,67,1010,1006,999,10,9,4,40,31,66,0,6,"Rain",210
"121",1996-10-29,12,8,5,9,7,3,94,84,67,1022,1005,995,10,9,4,58,34,93,0,6,"Rain",256
"122",1996-10-30,10,8,5,5,4,2,87,81,66,1027,1026,1022,10,10,10,19,13,NA,0,5,"",243
"123",1996-10-31,10,8,7,9,6,3,100,87,71,1024,1019,1013,10,7,2,39,26,60,0,6,"Rain",206
"124",1996-11-01,13,11,10,11,10,8,100,90,77,1027,1022,1013,10,9,5,34,21,NA,0,6,"Rain",254
"125",1996-11-02,13,12,11,12,10,9,94,88,82,1027,1026,1025,10,10,10,29,26,50,0,6,"Rain",220
"126",1996-11-03,13,12,11,11,11,10,100,90,88,1025,1021,1018,10,8,3,34,29,NA,0,6,"",214
"127",1996-11-04,13,11,10,11,10,10,100,93,88,1018,1009,1001,10,5,2,39,27,60,0,6,"Rain",199
"128",1996-11-05,11,9,7,10,6,3,94,81,71,1017,1009,1002,10,10,8,35,29,55,0,5,"Rain",232
"129",1996-11-06,12,9,7,11,7,3,94,85,71,1016,1010,1007,10,9,6,45,34,72,0,5,"Rain",220
"130",1996-11-07,11,9,7,8,7,5,93,85,76,1016,1010,1007,10,9,6,34,26,52,0,5,"Rain-Thunderstorm",232
"131",1996-11-08,10,8,6,5,5,4,93,86,71,1025,1023,1017,10,10,8,35,14,NA,0,4,"",232
"132",1996-11-09,9,7,6,7,6,5,100,90,81,1026,1025,1024,10,10,8,24,19,NA,0,5,"Rain",220
"133",1996-11-10,8,7,6,6,6,4,100,91,76,1022,1011,1004,10,8,5,24,14,NA,0,6,"Rain",191
"134",1996-11-11,10,7,4,8,6,3,100,95,87,1005,997,993,10,6,1,16,6,NA,0,6,"Rain",133
"135",1996-11-12,9,8,6,8,7,6,100,96,87,1003,998,995,10,6,3,14,8,NA,0,6,"Rain",243
"136",1996-11-13,8,6,2,6,4,2,100,90,71,1017,1010,1003,10,7,0,23,11,NA,0,5,"Rain",324
"137",1996-11-14,7,3,0,4,2,-1,100,90,76,1023,1021,1018,10,7,3,60,14,NA,0,2,"",350
"138",1996-11-15,1,-1,-2,1,-2,-3,100,96,93,1024,1023,1022,4,2,0,13,8,NA,0,5,"Fog",45
"139",1996-11-16,6,2,-2,1,-1,-2,100,90,70,1024,1023,1020,5,2,0,10,3,NA,0,6,"Fog",44
"140",1996-11-17,2,-1,-3,0,-1,-3,100,92,81,1019,1012,1006,6,3,0,19,6,NA,0,7,"Fog",195
"141",1996-11-18,5,3,1,4,1,-1,93,91,87,1006,1003,1000,5,3,1,19,10,NA,0,6,"Rain",241
"142",1996-11-19,5,2,0,3,1,-2,100,90,75,1002,990,977,10,8,1,29,16,55,0,6,"Rain-Snow",186
"143",1996-11-20,5,4,2,4,3,1,100,91,87,996,980,974,10,9,5,45,27,74,0,6,"Rain",228
"144",1996-11-21,2,1,0,1,0,-1,100,92,81,1010,1005,1000,10,8,1,24,16,NA,0,3,"Snow",239
"145",1996-11-22,4,1,-1,0,-4,-92,100,82,4,1014,1012,1009,10,8,4,27,14,NA,0,1,"Fog",211
"146",1996-11-23,1,0,-1,0,-2,-3,100,91,80,1017,1011,1008,10,6,1,26,21,NA,0,5,"Snow",221
"147",1996-11-24,2,0,-1,0,-1,-3,93,89,81,1022,1019,1012,10,8,4,29,16,NA,0,6,"Rain-Snow",205
"148",1996-11-25,5,3,1,4,2,-1,100,94,87,1012,999,995,10,8,3,37,27,48,0,6,"Rain-Snow",205
"149",1996-11-26,5,3,2,4,3,1,93,91,87,1011,1005,998,10,8,2,14,10,NA,0,6,"Rain",289
"150",1996-11-27,1,0,0,1,-1,-2,100,92,81,1012,1009,1006,8,4,0,16,6,NA,0,7,"Fog",45
"151",1996-11-28,5,1,-3,3,-2,-3,100,91,81,1022,1016,1010,6,5,4,16,10,NA,0,5,"",277
"152",1996-11-29,5,3,1,4,2,0,93,92,87,1018,1004,997,10,7,3,42,21,66,0,6,"Rain",220
"153",1996-11-30,5,4,2,4,3,1,100,93,87,1014,1002,998,10,9,5,19,14,35,0,5,"Rain",280
"154",1996-12-01,8,4,1,7,3,1,100,91,81,1025,1015,1010,10,9,5,39,14,58,0,5,"Rain",227
"155",1996-12-02,8,6,4,6,3,1,87,82,76,1015,1013,1010,10,10,10,24,18,NA,0,4,"",254
"156",1996-12-03,8,6,3,7,5,1,100,92,87,1012,1002,997,10,7,4,39,27,63,0,6,"Rain",196
"157",1996-12-04,8,7,5,7,4,3,93,86,76,1011,1005,997,10,10,6,27,19,NA,0,6,"Rain",204
"158",1996-12-05,6,4,4,4,3,2,100,93,81,1016,1014,1012,10,7,2,13,6,NA,0,6,"Rain",55
"159",1996-12-06,5,4,4,5,4,4,100,99,93,1021,1017,1015,4,1,0,16,13,NA,0,6,"Fog-Rain",53
"160",1996-12-07,5,2,0,4,2,0,100,100,93,1026,1023,1021,2,0,0,14,8,NA,0,8,"Fog",84
"161",1996-12-08,0,-1,-2,0,-1,-2,100,99,93,1026,1025,1024,0,0,0,11,3,NA,0,8,"Fog",57
"162",1996-12-09,0,-1,-2,0,-2,-2,100,98,93,1024,1021,1018,3,1,0,10,3,NA,0,7,"Fog-Snow",92
"163",1996-12-10,-1,-2,-2,-2,-2,-3,100,94,93,1018,1017,1016,3,2,1,14,6,NA,0,6,"",69
"164",1996-12-11,-1,-1,-1,-2,-2,-2,93,93,93,1017,1016,1014,2,2,1,11,8,NA,0,7,"",104
"165",1996-12-12,1,0,-1,1,-1,-2,100,94,93,1015,1011,1007,7,3,1,11,6,NA,0,7,"Fog",175
"166",1996-12-13,1,1,0,1,1,-1,100,96,93,1007,1004,1002,10,3,0,26,11,NA,0,7,"Fog-Rain-Snow",47
"167",1996-12-14,3,-1,-4,-1,-3,-5,100,86,65,1012,1009,1005,10,10,10,14,8,NA,0,1,"",320
"168",1996-12-15,3,2,1,3,1,-2,100,91,81,1018,1014,1012,10,5,1,26,21,NA,0,6,"",224
"169",1996-12-16,6,4,3,3,2,0,93,89,76,1019,1015,1011,10,7,3,16,10,NA,0,6,"",171
"170",1996-12-17,4,2,1,3,2,0,100,93,81,1015,1011,1010,10,5,3,23,13,NA,0,6,"Rain",176
"171",1996-12-18,11,7,3,8,6,2,100,90,82,1011,1007,1003,10,5,2,16,8,NA,0,6,"Rain",178
"172",1996-12-19,9,8,7,8,7,6,100,94,87,1003,1000,998,10,6,1,21,11,NA,0,6,"Rain",182
"173",1996-12-20,9,4,1,8,5,0,100,97,93,1007,1002,1000,4,2,0,23,8,NA,0,7,"Fog",54
"174",1996-12-21,1,0,-1,-1,-2,-3,93,89,81,1013,1011,1008,10,8,4,26,21,NA,0,5,"",62
"175",1996-12-22,0,-2,-3,-1,-4,-5,93,83,75,1013,1011,1008,10,8,6,23,19,NA,0,4,"",57
"176",1996-12-23,0,-2,-4,-4,-7,-9,93,77,60,1007,1003,1002,10,10,8,34,23,53,0,6,"Rain",52
"177",1996-12-24,-3,-6,-7,-7,-8,-10,86,81,74,1010,1007,1006,10,9,8,32,27,50,0,2,"",58
"178",1996-12-25,-2,-6,-9,-7,-9,-11,86,77,59,1028,1017,1010,10,10,8,26,18,NA,0,2,"",46
"179",1996-12-26,-3,-6,-8,-7,-8,-10,93,80,69,1041,1039,1034,10,7,5,14,11,NA,0,0,"",77
"180",1996-12-27,-4,-6,-7,-9,-10,-11,80,70,59,1038,1029,1022,10,10,10,66,8,NA,0,6,"",164
"181",1996-12-28,-7,-9,-11,-10,-12,-14,93,77,63,1023,1022,1021,NA,NA,NA,26,10,NA,0,NA,"",49
"182",1996-12-29,-5,-9,-12,-7,-11,-15,93,78,68,1023,1018,1011,10,7,3,19,10,NA,0,6,"Rain-Snow",308
"183",1996-12-30,0,-2,-3,-1,-3,-5,100,92,86,1007,1006,1005,6,3,1,29,18,NA,0,6,"Fog-Snow",9
"184",1996-12-31,-5,-10,-14,-7,-12,-16,93,83,73,1018,1012,1008,8,4,2,26,19,NA,0,4,"Snow",54
"185",1997-01-01,-12,-14,-16,-16,-17,-18,85,80,73,1021,1019,1017,5,3,2,26,16,NA,0,2,"",53
"186",1997-01-02,-8,-11,-14,-11,-13,-17,86,82,79,1021,1018,1014,3,3,2,19,6,NA,0,6,"Snow",50
"187",1997-01-03,-6,-9,-11,-8,-11,-13,93,87,79,1013,1009,1005,3,3,1,24,13,NA,0,6,"",50
"188",1997-01-04,-5,-6,-7,-6,-7,-8,93,90,86,1006,1004,1003,3,3,2,26,21,NA,0,6,"Snow",47
"189",1997-01-05,-5,-6,-7,-6,-7,-8,93,90,86,1016,1011,1007,5,3,2,19,13,NA,0,6,"Snow",54
"190",1997-01-06,-4,-6,-8,-6,-7,-9,93,87,80,1019,1018,1016,4,3,3,16,8,NA,0,6,"Snow",50
"191",1997-01-07,-5,-7,-9,-7,-9,-11,93,87,80,1020,1019,1018,4,3,3,14,11,NA,0,6,"Snow",49
"192",1997-01-08,-4,-7,-9,-6,-8,-10,93,85,80,1016,1009,1005,6,4,1,16,6,NA,0,6,"Fog",71
"193",1997-01-09,-3,-7,-9,-4,-7,-10,100,89,80,1011,1007,1004,7,4,2,13,10,NA,0,5,"Fog",50
"194",1997-01-10,-6,-8,-9,-7,-8,-10,93,90,86,1024,1018,1011,2,1,0,16,8,NA,0,7,"Fog",64
"195",1997-01-11,-2,-4,-6,-4,-6,-8,93,87,80,1027,1025,1023,5,4,3,98,13,NA,0,5,"",188
"196",1997-01-12,3,-1,-5,-2,-4,-7,87,79,65,1028,1028,1027,10,7,5,21,13,NA,0,4,"",194
"197",1997-01-13,9,3,-2,0,-3,-7,93,69,34,1028,1026,1025,10,7,6,14,8,NA,0,2,"",170
"198",1997-01-14,9,4,0,-3,-4,-6,75,58,37,1025,1023,1022,NA,NA,NA,14,10,NA,0,NA,"",163
"199",1997-01-15,8,3,-2,-2,-4,-6,80,68,46,1024,1023,1023,NA,NA,NA,14,10,NA,0,NA,"",172
"200",1997-01-16,8,3,-1,-1,-3,-5,86,73,46,1024,1021,1018,8,7,6,13,10,NA,0,0,"",163
"201",1997-01-17,8,4,1,2,-1,-4,81,69,57,1018,1015,1014,10,10,10,23,14,NA,0,6,"Rain",180
"202",1997-01-18,5,3,2,4,3,1,100,94,87,1019,1017,1014,10,4,0,19,14,NA,0,6,"Fog",188
"203",1997-01-19,7,4,3,5,4,2,100,91,87,1014,1011,1009,10,5,2,16,11,NA,0,6,"Rain",191
"204",1997-01-20,5,3,1,5,2,1,100,98,93,1027,1020,1014,3,1,0,14,8,NA,0,7,"Fog",325
"205",1997-01-21,5,2,0,2,0,-1,100,89,75,1028,1026,1020,9,4,1,21,13,NA,0,4,"Fog",74
"206",1997-01-22,11,7,3,6,4,1,87,78,66,1019,1018,1016,10,10,10,26,16,NA,0,4,"",170
"207",1997-01-23,8,7,5,5,4,4,100,85,4,1024,1022,1019,8,5,2,19,11,NA,0,5,"",186
"208",1997-01-24,6,4,4,6,5,4,100,95,4,1030,1027,1023,2,1,0,10,5,NA,0,7,"Fog",59
"209",1997-01-25,10,6,0,5,2,-2,100,83,58,1033,1032,1031,9,5,0,16,10,NA,0,4,"Fog",64
"210",1997-01-26,1,0,-1,0,-1,-2,100,94,87,1032,1030,1029,4,1,0,19,11,NA,0,7,"Fog",44
"211",1997-01-27,0,-2,-3,-1,-3,-4,100,93,86,1034,1031,1029,4,3,1,11,6,NA,0,4,"Snow",1
"212",1997-01-28,1,-2,-4,0,-2,-5,100,92,81,1041,1038,1034,4,2,0,13,3,NA,0,5,"Fog",49
"213",1997-01-29,2,1,0,1,0,-1,100,96,93,1041,1040,1038,5,2,0,19,8,NA,0,6,"Fog",62
"214",1997-01-30,1,0,0,-1,-2,-2,93,87,81,1038,1037,1035,6,5,4,16,13,NA,0,6,"",75
"215",1997-01-31,4,2,1,1,0,-1,87,85,75,1035,1034,1033,8,5,3,14,8,NA,0,6,"",52
"216",1997-02-01,2,0,-3,1,-2,-3,100,84,70,1033,1031,1028,10,7,5,14,6,NA,0,5,"",78
"217",1997-02-02,0,-2,-3,-1,-3,-4,100,96,93,1028,1026,1025,6,3,1,14,8,NA,0,5,"",196
"218",1997-02-03,3,1,0,1,-1,-2,100,90,75,1029,1028,1026,7,3,0,24,10,NA,0,7,"Fog",228
"219",1997-02-04,5,3,1,4,1,-2,93,88,81,1026,1020,1014,10,5,3,37,27,58,0,6,"Rain",205
"220",1997-02-05,6,3,1,5,3,0,100,91,81,1029,1019,1009,10,7,2,27,19,37,0,5,"Rain",250
